"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	010","Department of the Interior",010-000000583,010-000000583,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL My Green Parks","The NPS My Green Parks staff engagement tool provides an interactive web-based user interface that engages NPS staff in conserving energy and reducing waste greenhouse gas emissions.","057 - Conservation, Marine and Land Management",0.023,0.023,0.023,0,0,0,0,0,0,0,0.023,0,0.023,0,0.023,0,0.023,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000357,010-000000530,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","NPS - Infrastructure - Local Area Network","This investments represents NPS' portion of all IT investments required to provide networking services within a bldg, data center, or Center including H/W, S/W and services (excluding wireless LANs).","139 - Provide and Maintain IT Infrastructure",8.819,8.819,8.819,0.301,0,0.301,0,0.301,0,0.301,8.518,0,8.518,0,8.518,0,8.518,"	5",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000000492,010-000000492,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Construction Allocation System (CAS)","CAS is a web-based application used to track budget allocation (BA) for Line Item Construction to document the allocations and adjustments of NPS Construction BA by both project and accounts.","057 - Conservation, Marine and Land Management",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"	4",0,0,0,2020,"Eliminated by funding",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001972,010-000001972,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - VRP Law Enforcement Operations Systems","Computer-aided dispatch, software and services for law enforcement operations support, and body cameras and associated software and storage.","010 - Emergency Response",2.15,2.15,3.94,1.575,0,1.575,0,3.27,0,3.27,0.575,0,0.575,0,0.67,0,0.67,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001893,010-000001893,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - VRP Law Enforcement Training Center Support Applications","Field training rangers to manage uncontrolled overtime and monitor field training program progress.","618 - Employee Development and Training",0.135,0.3,0.2,0,0,0,0,0,0,0,0.135,0,0.3,0,0.2,0,0.2,"	2",0,0.2,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001985,010-000001985,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	01","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Fee Program Point of Sale","Centralized management of enterprise retail management system and legacy point of sale systems for revenue collection/accounting, customer relationships, inventory, loss prevention, workforce planning, analytics and reporting.","058 - Recreational Resource Management and Tourism",1.689298,1.909075,16.112,0.855075,0,1.142075,0,7.595,0,7.595,0.834223,0,0.767,0,8.517,0,8.517,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002319,010-000002319,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - OC Mobile Application","Integrated mobile application for for trip planning, public engagement, and park real-time information.","108 - Customer Services",0,3.48,0,0,0,2.32,0,0,0,0,0,0,1.16,0,0,0,0,"	3",0,0,0,2020,"Eliminated by funding",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000494,010-000000494,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR Historic Preservation Tax Incentives System (formerly: CR Tax Act Tracking System)","Databases for the Historic Preservation Services Program.","017 - Cultural and Historic Preservation",0.285,0.44,0.42,0.19,0,0.34,0,0.2,0,0.2,0.095,0,0.1,0,0.22,0,0.22,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000578,010-000000578,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL - Enterprise Facility Management Software System","Enterprise FMSS (EFMSS) is an asset and work identification, planning, and management system that supports the DOI and NPS enterprise asset management programs, mission requirements, and applicable Executive Orders and Director Orders.","057 - Conservation, Marine and Land Management",7.867,7.284352,7.284352,0,0,1.12245,0,1.12245,0,1.12245,7.867,0,6.161902,0,6.161902,0,6.161902,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000502,010-000000502,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - VRP FEAT/FIREMON Integration (FFI)","Integration of 2 independent fire effects monitoring database apps, FEAT (Fire Ecology Assessment Tool) & FIREMON (Fire Effects Monitoring & Inventory Protocol) into a multipurpose, interagency, DB to support fire effects & ecology monitoring.","057 - Conservation, Marine and Land Management",0.188,0.091,0.093,0.06,0,0,0,0,0,0,0.128,0.075,0.091,0.075,0.093,0.09,0.093,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000567,010-000000567,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NR NPS Water Rights Docket Files","The system stores images of documentation for water rights/water uses in park units.","056 - Water Resource Management",0.015,0.011,0.042,0,0,0,0,0,0,0,0.015,0,0.011,0,0.042,0,0.042,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000570,010-000000570,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NR IRMA (Integration of Resource Management Applications)","IRMA evolved out of the investment formally made in PRIDE, resulting in a comprehensive data model that is integrating information from multiple NPS natural resource data systems and sources.","057 - Conservation, Marine and Land Management",2.457,2.922,2.9935,0.708,0,0.93,0,0.9555,0,0.9555,1.749,0,1.992,0,2.038,0,2.038,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000589,010-000000589,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Library Resource Information Service (LIBRIS)","Library standards-compliant, Web-based, enterprise 'integrated library system' (ILS) application targeted to 'special' libraries for professionally managing library collections and providing a public interface for library resources search and discovery.","057 - Conservation, Marine and Land Management",0.277,0.2854,0.3977,0,0,0,0,0,0,0,0.277,0,0.2854,0,0.3977,0,0.3977,"	1",0,0.0434,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000566,010-000000566,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NR NPS Nature & Science","Purpose:  NPS Nature & Science website provides the public with information on natural resource stewardship, conservation, and education in nat'l parks & protection of park natural resources. This website is a significant element of www.NPS.gov.","058 - Recreational Resource Management and Tourism",0.093,0.094,0.096,0,0,0,0,0,0,0,0.093,0,0.094,0,0.096,0,0.096,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000581,010-000000581,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL - NPS Transportation Program (formerly Park Transportation and Tracking System (PTATS))","The web based application meets NPS and Federal Lands Highway (FHWA) requirements to manage the program and projects and associated data, including approvals, funding requests, resources, and reporting activities.","057 - Conservation, Marine and Land Management",0.796,0.6175,0.828,0.185,0,0.1675,0,0.098,0,0.098,0.611,0,0.45,0,0.73,0,0.73,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000560,010-000000560,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - NR Gaseous Pollutant Monitoring Network Database","Gaseous Pollutant Monitoring Network Database investment.","057 - Conservation, Marine and Land Management",0.109,0.111,0.113,0,0,0,0,0,0,0,0.109,0,0.111,0,0.113,0,0.113,"	6",0,0,0.098,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000495,010-000000495,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR State, Tribal and Local Plans and Grants System (formerly: HPS Grants Application)","This web application system promotes partnership access to Heritage Preservation Fund (HPF) grant materials, obtain grant information for HPF, NAGPRA, Save America's Treasures (SAT), and monitor the status of the grant application programs.","363 - Federal Funds to States and Local Governments",0.1778,0.2835,0.505,0.1593,0,0.26,0,0.4,0,0.4,0.0185,0,0.0235,0,0.105,0,0.105,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001980,010-000001980,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - W&I HR Benefits Calculation and Tracking Systems","OnTrac is the Human Resources Operations Center (HROC) Workload Request, Assignment and Tracking system.  GRB is used at 23 Servicing Human Resources Offices (SHROs) nation-wide to enable benefits specialists to calculate benefits for all employees.","058 - Recreational Resource Management and Tourism",0.222,0.245,0.25,0,0,0,0,0,0,0,0.222,0,0.245,0,0.25,0,0.25,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000588,010-000000588,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - Uniform Allowance Authorization (UAA) System","The Uniforms Allocation Authorization (UAA) provides the NPS, FWS, BLM, and Army Corps of Engineers with the means to authorize, track, and monitor uniform allowances for uniformed employees within their specific Region/District, Park/Division, or agency.","058 - Recreational Resource Management and Tourism",0.43,0.06,0,0.37,0,0,0,0,0,0,0.06,0,0.06,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000507,010-000000507,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - National Geospatial Program","The goal of the NPS GIS Program is to enable the use spatial data and technologies as the basis or core for all NPS enterprise systems. The program is managed by the OCIO and the GIS Council (GISC).","057 - Conservation, Marine and Land Management",2.051,2.25,3.1902,0.928,0,1.5,0,1.6522,0,1.6522,1.123,0,0.75,0,1.538,0,1.538,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001765,010-000001765,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR Archeological Site Management Information System (ASMIS)","The Archeological Sites Management Information System (ASMIS) is the National Park Service s database for basic registration and management of prehistoric and historic archeological resources.","017 - Cultural and Historic Preservation",0.1325,0.18,0,0.05,0,0.1,0,0,0,0,0.0825,0,0.08,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000498,010-000000498,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR National Register & Landmarks Application (formerly: CR National Register Information System)","Database of properties on the National Register of Historic Places.","017 - Cultural and Historic Preservation",0.475,0.64,0.72,0.3,0,0.4,0,0.4,0,0.4,0.175,0,0.24,0,0.32,0,0.32,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002257,010-000002257,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","NPS - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",3.833,3.833,3.833,0,0,0,0,0,0,0,3.833,0,3.833,0,3.833,0,3.833,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002023,010-000002023,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - IE Places Mobile","Places mobile is a framework for developing and deploying secure mobile applications for NPS park units that leverages and provides re-use of GIS and other common capabilities and requirements.","058 - Recreational Resource Management and Tourism",0.281,0.102,0.741,0.062,0,0.067,0,0.406,0,0.406,0.219,0,0.035,0,0.335,0,0.335,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000330,010-000002538,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","06 - End User","00 - Investment Line","NPS - Infrastructure - End User","NPS standard End User investment.","139 - Provide and Maintain IT Infrastructure",50.141158,50.141158,50.141158,5.7057,0,5.7057,0,5.7057,0,5.7057,44.435458,0,44.435458,0,44.435458,0,44.435458,"	4",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000002181,010-000002506,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","NPS - Infrastructure - Data Center & Cloud","NPS standard Data Center & Cloud investment.","139 - Provide and Maintain IT Infrastructure",4.87074,4.87074,4.87074,0,0,0,0,0,0,0,4.87074,0,4.87074,0,4.87074,0,4.87074,"	4",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000000023,010-000000023,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Indian Affairs Performance Management System (IA-PMS)","The Indian Affairs-Performance Management System (IA-PMS) is the system of record for reporting and analyzing data collected on Indian Affairs (IA) programs.","547 - Performance Management",0.143007,0.1527,0.156715,0,0,0,0,0,0,0,0.143007,0,0.1527,0,0.156715,0,0.156715,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000072,010-000000072,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Probate Case Management and Tracking System (ProTrac)","The main purpose of a Probate Tracking system is to support DOI employees at the BIA, OHA, and OST to execute the DOI mission of managing all probate cases for American Indians.","361 - American Indian and Alaskan Native Relations",1.220593,1.220593,1.220593,0,0,0,0,0,0,0,1.220593,0,1.220593,0,1.220593,0,1.220593,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000357,010-000000041,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","BIA - Infrastructure - Local Area Network","This investment provides computer technology to enable Local Area Network (LAN) connectivity.","139 - Provide and Maintain IT Infrastructure",4.173843,3.386478,4.173843,0,0,0,0,0,0,0,4.173843,0,3.386478,0,4.173843,0,4.173843,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",,010-000002479,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Loan Management System (LMS)","Central repository of loan data for the Indian Loan Guarantee Program. The program is managed by the Division of Capital Investments.","362 - Federal Financial Assistance",0.97,0,0.252,0.97,0,0,0,0,0,0,0,0,0,0,0.252,0,0.252,"	1",0,0,0,2020,New,2019-04-03,18:52:01
"	010","Department of the Interior",010-000002181,010-000002493,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","BIA - Infrastructure - Data Center & Cloud","BIA standard Data Center & Cloud investment.","139 - Provide and Maintain IT Infrastructure",10.553266,7.994086,8.379011,0,0,0,0,0,0,0,10.553266,0,7.994086,0,8.379011,0,8.379011,"	6",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000084,010-000000084,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA/BIE - Web Budget Projection System (WebBP)","Web budget development application for BIE-operated schools, education line offices, agencies, regional and central offices for budget planning, tracking and interpretation  of expenditures in Personnel, Travel, Procurement, and unbudgeted.","101 - Budget Formulation",0.03,0.03,0.077358,0,0,0,0,0,0,0,0.03,0,0.03,0,0.077358,0,0.077358,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000018,010-000000018,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Federal Acknowledgement Information Resource (FAIR)","The Federal Acknowledgment Information Resource (FAIR) system supports DOI s process for acknowledging groups as Indian tribes (25 CFR Part 83). It provides on-screen access to administrative and petition documents reviewed for an acknowledgment case.","361 - American Indian and Alaskan Native Relations",0.035222,0.035222,0.035222,0,0,0,0,0,0,0,0.035222,0,0.035222,0,0.035222,0,0.035222,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000076,010-000000076,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Tribal Enrollment Reporting and Payment System (TERPS)","TERPS functions as a central database for Tribal enrollment records and supports the following functions: support fund distributions, maintain tribal enrollments, generate voting lists for elections and generate membership rolls for per capita payments.","361 - American Indian and Alaskan Native Relations",0.10491,0.10491,0.10491,0,0,0,0,0,0,0,0.10491,0,0.10491,0,0.10491,0,0.10491,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000001,010-000000001,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Budget Execution Reporting Tool (BERT)","Web-based budget reporting tool enabling BIA and OS to determine execution status of programs and accounts on near real time basis, to access data at various levels (appropriation, fund, program class, org, etc), and download info. to EXCEL for analysis.","129 - Reporting and Information",0.674541,0.694333,0.694333,0.133872,0,0.137219,0,0.137219,0,0.137219,0.540669,0,0.557114,0,0.557114,0,0.557114,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",,010-000002372,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - FullCourt at Ute Mountain Ute","FullCourt is a Courts of Federal Regulations - Court Case Management System that tracks case file data and adjudication located at Ute Mt. Ute.","531 - Case Management",0.225484,0.061604,0.063315,0,0,0,0,0,0,0,0.225484,0,0.061604,0,0.063315,0,0.063315,"	6",0,0,0,2020,New,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000071,010-000000071,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Operations Inventory (OPINV)","Collect timber land field data, manage records of forest stands containing descriptions, history and project planning and of timber sales and forest permits containing descriptive information, buyers, volumes, values, collections, and sale administration.","361 - American Indian and Alaskan Native Relations",0,0.002,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,"	5",0,0,0,2020,"Eliminated by funding",2019-04-03,18:52:01
"	010","Department of the Interior",010-000001538,010-000001538,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - OSAGE SUITE","The purpose of the OSAGE SUITE investment is to support the administration of the Osage Minerals Estate, Osage Annuity/Lake Funds and Osage Real Estate Services programs.","361 - American Indian and Alaskan Native Relations",0,0.049468,0,0,0,0,0,0,0,0,0,0,0.049468,0,0,0,0,"	5",0,0,0,2020,"Eliminated by funding",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000020,010-000000020,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Financial Assistance and Social Services - Case Management System (FASS-CMS)","The BIA provides financial assistance to eligible Indians when comparable financial assistance or social services are not available nor provided by state, Tribal, county, local, or other federal agencies.","361 - American Indian and Alaskan Native Relations",0.339163,0.275438,0.275438,0,0,0,0,0,0,0,0.339163,0,0.275438,0,0.275438,0,0.275438,"	2",0.275438,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000069,010-000000069,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - National Indian Oil & Gas, Energy and Minerals System (NIOGEMS)","Locate and display production, lease information, and well data in map, data view, and report formats. The system integrates other data display items, showing information on and locations of many Tribal resource data.","361 - American Indian and Alaskan Native Relations",2.772435,3.712561,3.910984,0.537256,0,0.252602,0,0.375001,0,0.375001,2.235179,0,3.459959,0,3.535983,0,3.535983,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000077,010-000000077,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Trust Asset Accounting Management System (TAAMS)","TAAMS is the cornerstone of the agency-wide, integrated trust title, encumbrance, invoicing, income distribution and land resource information management system.  TAAMS data is essential for successful implementation of Land Buy Back program.","361 - American Indian and Alaskan Native Relations",7.046104,7.31744,7.468386,0.2625,0,0.2625,0,0.13125,0,0.13125,6.783604,0,7.05494,0,7.337136,0,7.337136,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000330,010-000002531,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","06 - End User","00 - Investment Line","BIA - Infrastructure - End User","BIA standard End User investment.","139 - Provide and Maintain IT Infrastructure",40.530866,38.789541,37.414085,0,0,0,0,0,0,0,40.530866,0,38.789541,0,37.414085,0,37.414085,"	6",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000000063,010-000000063,"00 - Agency Investments",,N/A,"01 - Not Applicable","	76","Bureau of Indian Affairs and Bureau of Indian Education","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BIA - Integrated Transportation Information and Management Systems (ITIMS)","Manages road construction, road maintenance, contracting, inventory of assets, project planning, & fund allocation & tracking, which are linked together within a logical flow of work & defined business processes specific to the TTP.","061 - Ground Transportation",0,0,0,0,0.434505,0,0.4,0,0.2,0,0,0.088,0,0.2,0,0.2,0,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
